Age,State_of_Origin,Gender,NIN_Linkage_Count,Login_Frequency,Geographic_Velocity,Device_Reputation_Score,Sector_Conflict_Flag,Failed_Auth_Attempts,Access_Hour,BVN_Status,NHIA_Status,JAMB_Status,FRSC_Status,Voter_ID_Status,Age_Consistency_Score,Name_Mismatch_Flag,Sector_Access_Frequency,Anomaly_Flag
42,0,0,2,21,40.4324,0.0542,0,16,7,1,0,0,1,0,0.6876,0,17,1
35,34,0,3,2,65.0573,0.8597,0,1,22,0,1,1,0,1,0.8603,0,9,0
71,30,0,3,4,24.8186,0.6499,0,0,11,1,1,0,0,1,0.7531,0,8,0
31,19,1,3,23,12.14,0.5176,0,3,1,1,0,0,1,1,0.5278,0,33,1
30,10,0,3,3,74.6222,0.9502,0,1,6,1,0,0,1,1,0.8671,0,5,0
21,0,0,4,3,49.8289,0.6642,0,0,8,1,0,1,1,1,0.7615,0,3,0
20,15,1,4,5,0.1301,0.8956,0,0,7,1,1,1,0,1,0.9211,0,15,0
71,30,1,2,3,68.9483,0.828,0,2,12,0,1,0,1,0,0.9829,0,10,0
29,6,0,2,3,0.8627,0.9033,0,0,15,1,0,1,0,0,0.9108,0,6,0
69,13,0,3,3,72.5641,0.9797,0,1,10,1,1,0,0,1,0.8733,0,10,0
57,13,0,4,24,33.7878,0.2869,0,25,22,1,1,0,1,1,0.5082,0,7,1
69,24,0,2,5,60.1063,0.6127,0,2,6,0,1,0,0,1,0.8755,0,10,0
43,16,0,4,2,68.2423,0.7739,0,1,21,1,1,0,1,1,0.9139,0,6,0
20,13,0,5,8,674.0743,0.2059,1,4,20,1,1,1,1,1,0.1929,1,4,1
41,5,0,4,2,46.5014,0.7939,0,1,16,1,1,0,1,1,0.9728,0,12,0
77,10,0,3,2,13.5049,0.5757,0,1,19,1,0,0,1,1,0.9121,0,6,0
39,33,0,4,26,1.4915,0.0791,0,16,1,1,0,1,1,1,0.6213,0,24,1
18,27,1,3,4,3.8509,0.9575,0,0,15,1,0,1,0,1,0.8421,0,7,0
80,18,0,2,5,13.9188,0.946,0,1,6,1,0,0,1,0,0.7878,0,15,0
57,36,1,3,5,55.4673,0.9448,0,2,19,1,0,0,1,1,0.7761,0,9,0
19,1,0,3,2,56.1174,0.7707,0,1,13,0,1,1,0,1,0.8368,0,6,0
43,11,1,3,2,1.3267,0.9931,0,1,15,1,1,0,1,0,0.9042,0,14,0
34,29,1,4,5,64.1025,0.8902,0,2,14,1,1,1,1,0,0.9863,0,13,0
70,31,1,3,4,56.5366,0.675,0,0,12,1,0,0,1,1,0.9612,0,10,0
61,17,0,4,1,9.7761,0.7877,0,2,11,1,1,0,1,1,0.8662,0,8,0
77,20,0,2,1,7.5928,0.5663,0,0,6,0,1,0,1,0,0.7535,0,15,0
35,20,0,3,4,57.5188,0.6353,0,2,22,1,0,1,0,1,0.9548,0,13,0
32,7,1,2,2,33.1651,0.9062,0,0,13,0,0,1,0,1,0.7729,0,15,0
23,9,1,4,3,60.4628,0.9347,0,0,14,1,1,1,0,1,0.9773,0,13,0
27,4,0,5,1,27.6911,0.5887,0,0,15,1,1,1,1,1,0.973,0,11,0
29,28,1,4,2,24.3417,0.5567,0,2,16,1,0,1,1,1,0.8969,0,5,0
56,12,0,3,3,69.2192,0.7208,0,2,14,0,1,0,1,1,0.9295,0,8,0
21,3,0,4,5,61.7478,0.6872,0,0,17,1,0,1,1,1,0.7572,0,12,0
36,2,0,2,4,17.746,0.5504,0,1,15,0,0,0,1,1,0.853,0,6,0
32,32,1,5,5,4.512,0.7677,0,2,10,1,1,1,1,1,0.7929,0,14,0
27,29,0,4,1,10.7268,0.7899,0,0,17,0,1,1,1,1,0.9462,0,7,0
70,18,0,4,5,50.6825,0.9606,0,1,13,1,0,1,1,1,0.8282,0,1,0
32,8,1,4,4,8.4336,0.994,0,2,12,1,1,0,1,1,0.7524,0,8,0
55,6,1,4,4,51.2648,0.7973,0,1,13,1,1,0,1,1,0.7662,0,12,0
20,29,1,5,4,98.9489,0.8915,1,0,1,1,1,1,1,1,0.2581,1,1,1
20,18,0,4,2,6.5554,0.5875,0,0,7,1,0,1,1,1,0.9618,0,13,0
37,8,0,3,4,20.1408,0.7075,0,0,15,1,0,0,1,1,0.828,0,3,0
25,14,1,5,1,17.2644,0.8867,0,0,6,1,1,1,1,1,0.7855,0,14,0
40,14,1,4,1,4.9894,0.6181,0,0,8,1,1,0,1,1,0.7948,0,3,0
21,18,0,5,3,74.6198,0.8488,0,1,13,1,1,1,1,1,0.8348,0,12,0
77,5,1,4,3,19.4679,0.673,0,2,8,1,0,1,1,1,0.7783,0,9,0
23,26,1,2,5,64.2805,0.8088,0,2,18,1,1,0,0,0,0.928,0,13,0
42,36,0,4,3,51.1989,0.938,0,0,18,1,1,0,1,1,0.9652,0,7,0
65,6,1,3,5,78.0081,0.8746,0,2,21,1,1,0,0,1,0.8483,0,6,0
32,10,1,4,5,49.5368,0.8699,0,2,16,1,1,1,0,1,0.7686,0,11,0
63,6,1,3,4,42.7982,0.9137,0,2,12,1,1,0,0,1,0.7668,0,7,0
24,31,1,4,4,38.6342,0.8857,0,0,22,1,0,1,1,1,0.8279,0,10,0
33,2,1,3,2,43.7683,0.6895,0,2,21,1,1,0,0,1,0.8799,0,12,0
36,16,0,3,3,39.0841,0.6073,0,0,11,1,1,0,1,0,0.7675,0,15,0
73,36,1,4,5,49.7586,0.6579,0,1,11,1,1,0,1,1,0.7647,0,3,0
18,7,1,3,2,67.5259,0.8934,0,0,19,1,1,0,0,1,0.9858,0,8,0
36,36,1,4,1,29.9726,0.8201,0,2,12,1,1,0,1,1,0.7945,0,12,0
37,22,1,3,5,0.0212,0.8509,0,0,9,1,0,0,1,1,0.7666,0,9,0
61,14,1,3,29,79.0253,0.0337,0,25,22,1,0,1,1,0,0.5905,0,17,1
52,6,0,4,3,5.8962,0.5806,0,1,11,1,1,0,1,1,0.991,0,10,0
72,6,1,3,4,75.7307,0.6481,0,0,14,1,1,0,1,0,0.8432,0,1,0
19,21,1,4,5,76.9747,0.6215,0,1,20,1,1,1,0,1,0.8492,0,7,0
33,23,0,4,4,9.5433,0.704,0,1,11,1,0,1,1,1,0.8473,0,8,0
44,15,1,4,4,46.7877,0.7994,0,2,10,1,1,1,0,1,0.9671,0,14,0
74,32,0,2,1,67.1655,0.9509,0,1,12,0,0,0,1,1,0.9785,0,7,0
30,24,1,3,1,26.598,0.9012,0,0,7,1,1,1,0,0,0.7785,0,15,0
70,8,0,3,1,43.3768,0.8196,0,2,12,1,1,0,1,0,0.7931,0,10,0
59,25,0,2,2,25.0616,0.5548,0,0,8,1,0,0,0,1,0.753,0,2,0
33,2,0,5,4,13.2947,0.7395,0,0,11,1,1,1,1,1,0.9239,0,13,0
50,6,1,1,3,41.921,0.5757,0,0,6,1,0,0,0,0,0.8537,0,5,0
41,30,0,2,3,63.5789,0.7039,0,2,12,1,0,0,1,0,0.9576,0,10,0
80,23,0,3,5,78.9051,0.7255,0,0,9,1,1,0,0,1,0.9912,0,4,0
49,25,0,2,1,51.1051,0.6531,0,0,8,1,1,0,0,0,0.9543,0,1,0
47,36,0,3,5,29.2068,0.9076,0,1,21,1,1,0,1,0,0.9084,0,6,0
52,25,0,3,1,61.2452,0.9475,0,2,19,1,1,0,1,0,0.9599,0,9,0
19,27,0,3,2,18.2211,0.6471,0,1,13,1,0,1,0,1,0.9357,0,4,0
73,21,0,3,24,46.4024,0.1819,0,13,9,1,1,0,0,1,0.7927,0,9,1
46,27,0,2,5,3.1959,0.6494,0,0,19,0,1,0,0,1,0.7638,0,6,0
33,19,0,4,1,34.0883,0.7665,0,2,18,1,1,1,1,0,0.9244,0,15,0
23,10,1,4,2,39.2719,0.8357,0,1,14,1,0,1,1,1,0.9624,0,7,0
30,27,1,2,1,59.1662,0.7746,0,0,7,1,0,0,0,1,0.7621,0,2,0
50,4,1,3,5,68.7631,0.6221,0,0,10,1,1,0,0,1,0.9234,0,3,0
58,10,0,4,4,72.6107,0.6631,0,2,15,1,1,0,1,1,0.8435,0,13,0
51,6,0,3,1,44.6161,0.7823,0,2,7,1,0,1,0,1,0.7975,0,8,0
62,6,0,2,2,62.9692,0.6999,0,0,13,1,0,0,0,1,0.7674,0,10,0
78,35,1,3,5,71.5526,0.7913,0,2,22,1,0,0,1,1,0.9311,0,2,0
69,9,0,3,4,68.0011,0.9695,0,0,7,1,1,0,1,0,0.9907,0,12,0
72,10,1,4,5,35.1932,0.5648,0,2,22,1,1,0,1,1,0.873,0,6,0
76,19,0,4,4,2.8978,0.9158,0,1,8,1,1,0,1,1,0.9405,0,15,0
64,33,0,4,2,79.5425,0.6734,0,1,22,1,1,0,1,1,0.9598,0,1,0
33,24,1,5,1,63.1112,0.6793,0,0,20,1,1,1,1,1,0.8219,0,7,0
68,25,1,3,5,68.9732,0.8175,0,0,8,0,1,0,1,1,0.9125,0,8,0
32,16,1,3,4,55.1854,0.7047,0,0,16,1,0,1,1,0,0.8498,0,9,0
65,6,0,4,11,74.666,0.6538,0,2,23,1,1,0,1,1,0.8937,0,20,1
73,28,0,3,2,26.9412,0.9517,0,1,7,1,0,0,1,1,0.9735,0,13,0
42,3,1,3,4,30.4592,0.55,0,0,17,1,1,0,0,1,0.9715,0,5,0
30,3,0,3,5,71.4694,0.5689,0,2,7,1,0,0,1,1,0.9159,0,5,0
56,14,0,3,3,22.7902,0.7324,0,2,20,0,1,0,1,1,0.8341,0,7,0
27,25,0,5,3,66.5927,0.595,0,0,8,1,1,1,1,1,0.8886,0,10,0
51,7,1,3,4,71.5534,0.5571,0,0,22,1,0,0,1,1,0.8654,0,8,0
33,14,0,5,5,19.8253,0.8285,0,0,11,1,1,1,1,1,0.932,0,9,0
79,25,0,4,5,58.2219,0.9419,0,0,7,1,1,0,1,1,0.7667,0,10,0
34,7,0,4,2,0.8281,0.6662,0,1,12,1,0,1,1,1,0.9646,0,3,0
32,5,0,3,1,25.1502,0.9264,0,2,12,1,1,0,0,1,0.9738,0,5,0
26,11,0,5,5,38.3089,0.6822,0,0,22,1,1,1,1,1,0.9782,0,1,0
60,1,0,2,5,65.0023,0.9713,0,2,8,1,0,0,0,1,0.776,0,9,0
43,1,1,1,1,79.9604,0.665,0,1,18,1,0,0,0,0,0.8501,0,9,0
59,17,0,2,1,43.2212,0.8085,0,2,16,1,0,0,0,1,0.7755,0,12,0
32,24,1,4,1,67.2632,0.9777,0,0,8,1,1,1,1,0,0.9207,0,7,0
57,7,1,3,8,796.2566,0.3365,1,12,10,1,0,0,1,1,0.3129,0,23,1
37,27,0,2,4,33.4181,0.7489,0,2,13,1,0,0,1,0,0.8184,0,8,0
77,14,1,2,5,41.6044,0.7093,0,1,11,1,0,0,0,1,0.9323,0,8,0
34,17,1,4,2,65.1097,0.9359,0,1,19,1,1,0,1,1,0.8558,0,4,0
38,28,0,2,1,16.3098,0.9378,0,2,18,1,0,0,0,1,0.8561,0,4,0
34,0,1,3,5,55.6893,0.8292,0,0,14,1,0,1,0,1,0.8059,0,15,0
58,16,0,2,2,45.0097,0.6504,0,1,10,1,0,0,1,0,0.9564,0,10,0
77,20,0,2,2,69.4056,0.7658,0,2,14,1,0,0,1,0,0.9326,0,11,0
71,12,0,3,3,7.8887,0.8147,0,1,18,1,1,0,0,1,0.8411,0,11,0
67,11,1,3,2,76.1026,0.8605,0,2,10,1,0,1,0,1,0.9685,0,9,0
31,36,1,4,2,45.8781,0.6033,0,0,19,1,0,1,1,1,0.9461,0,14,0
44,27,0,4,1,41.4082,0.7336,0,0,20,1,1,0,1,1,0.8569,0,4,0
75,12,0,5,5,32.8968,0.703,0,0,9,1,1,1,1,1,0.908,0,15,0
24,34,1,4,3,72.291,0.5941,0,0,8,1,1,1,1,0,0.8398,0,11,0
43,5,1,3,3,52.0124,0.772,0,2,6,1,1,0,0,1,0.8719,0,7,0
23,22,1,4,2,79.1763,0.7166,0,0,15,1,0,1,1,1,0.9607,0,10,0
35,30,0,4,4,16.2076,0.9466,0,1,19,1,0,1,1,1,0.7913,0,12,0
49,22,1,2,4,65.858,0.9093,0,2,8,1,0,0,0,1,0.8452,0,15,0
66,15,1,3,1,54.133,0.9477,0,0,18,1,1,0,1,0,0.9185,0,15,0
19,14,0,4,4,30.859,0.6541,0,0,20,1,0,1,1,1,0.7563,0,10,0
23,4,1,3,2,54.9541,0.822,0,0,7,1,0,1,0,1,0.8874,0,7,0
31,31,1,3,4,72.026,0.8261,0,2,9,1,0,1,0,1,0.8009,0,2,0
61,14,0,4,1,61.3442,0.9511,0,1,9,1,1,0,1,1,0.8249,0,7,0
40,26,1,3,2,37.1134,0.9134,0,2,15,1,1,0,0,1,0.951,0,12,0
71,6,1,3,3,57.8983,0.5897,0,0,8,1,1,0,0,1,0.8331,0,11,0
66,26,1,2,4,62.905,0.8407,0,1,12,1,1,0,0,0,0.8121,0,6,0
24,22,0,4,1,641.9108,0.1266,0,14,1,1,0,1,1,1,0.4745,1,24,1
22,19,0,4,2,76.81,0.8071,0,2,7,1,0,1,1,1,0.846,0,2,0
75,7,1,2,3,7.2952,0.8931,0,2,9,0,1,0,1,0,0.9652,0,6,0
69,34,0,2,4,63.4885,0.9221,0,0,9,1,0,0,1,0,0.8643,0,9,0
30,36,0,4,3,47.837,0.6474,0,1,8,1,1,1,0,1,0.8135,0,15,0
37,33,1,4,2,28.9555,0.646,0,0,20,1,1,0,1,1,0.9606,0,5,0
62,2,1,2,5,26.1181,0.967,0,1,6,1,1,0,0,0,0.8639,0,10,0
49,11,0,3,4,0.3749,0.9614,0,1,11,1,0,0,1,1,0.8803,0,7,0
60,1,0,1,1,73.8581,0.7486,0,2,10,0,0,0,0,0,0.9646,0,4,0
78,12,0,4,2,8.518,0.8582,0,1,18,1,1,1,0,1,0.8068,0,6,0
49,6,1,2,2,23.07,0.9256,0,0,15,0,0,0,1,1,0.8443,0,13,0
67,12,0,4,4,47.9934,0.735,0,2,22,1,1,0,1,1,0.9449,0,3,0
40,3,1,3,20,3.9513,0.0808,0,14,15,1,1,0,0,1,0.7169,0,23,1
68,33,1,2,3,33.1689,0.7985,0,2,10,0,1,0,1,0,0.8394,0,8,0
60,23,1,3,2,41.807,0.5519,0,0,16,1,1,0,1,0,0.912,0,6,0
67,8,0,3,5,41.4007,0.5949,0,1,15,1,1,0,1,0,0.9494,0,13,0
51,27,0,4,4,21.3963,0.9354,0,1,15,1,1,0,1,1,0.961,0,5,0
21,0,1,2,3,42.2557,0.9373,0,0,14,0,0,1,0,1,0.7501,0,5,0
33,23,1,4,5,11.487,0.9571,0,0,22,1,0,1,1,1,0.8027,0,8,0
54,22,1,3,4,66.2157,0.8615,0,1,14,1,1,0,0,1,0.8351,0,7,0
40,6,0,4,2,27.0155,0.9069,0,1,7,1,1,0,1,1,0.8019,0,12,0
74,34,0,3,5,77.2978,0.7874,0,1,18,1,0,0,1,1,0.9987,0,6,0
47,7,1,2,1,40.1975,0.7753,0,1,16,0,0,0,1,1,0.8702,0,13,0
24,16,1,3,4,9.2579,0.6527,0,0,18,1,1,1,0,0,0.7529,0,7,0
77,35,0,3,5,9.361,0.9901,0,0,7,1,0,0,1,1,0.7594,0,9,0
55,20,0,2,5,71.2559,0.8281,0,0,20,1,0,0,1,0,0.7609,0,4,0
78,23,1,3,3,8.9389,0.7207,0,1,19,1,0,1,0,1,0.7783,0,9,0
55,26,0,1,5,30.182,0.9672,0,2,7,1,0,0,0,0,0.8313,0,10,0
22,34,0,4,4,0.7524,0.8486,0,1,19,1,1,1,1,0,0.8495,0,7,0
45,24,0,2,5,62.5367,0.5833,0,1,16,1,0,0,1,0,0.9704,0,4,0
51,2,1,4,1,69.5955,0.624,0,1,21,1,1,0,1,1,0.9365,0,12,0
52,28,1,4,5,28.9851,0.6001,0,0,21,1,1,0,1,1,0.8435,0,13,0
80,32,0,2,1,9.8,0.7021,0,1,18,1,0,0,0,1,0.7763,0,11,0
18,20,0,3,5,49.2259,0.738,0,0,17,1,0,1,0,1,0.8351,0,13,0
35,1,1,3,5,67.1369,0.9549,0,2,19,1,0,1,0,1,0.9006,0,9,0
59,5,0,3,4,19.0001,0.6967,0,2,18,1,0,0,1,1,0.9688,0,11,0
65,23,0,2,4,15.6667,0.5596,0,2,11,1,0,0,0,1,0.9776,0,6,0
42,29,0,2,5,12.8697,0.9677,0,1,7,1,0,0,0,1,0.7551,0,7,0
65,7,0,3,5,77.7416,0.6003,0,0,19,1,0,0,1,1,0.8829,0,7,0
78,18,0,4,25,7.459,0.7532,0,0,4,1,1,0,1,1,0.6002,0,40,1
54,28,1,3,2,57.3712,0.8269,0,1,11,0,1,0,1,1,0.8448,0,15,0
25,8,0,3,2,25.3124,0.7792,0,2,15,1,0,1,0,1,0.7685,0,4,0
62,21,1,3,2,72.4125,0.8049,0,2,20,1,0,0,1,1,0.8238,0,10,0
55,11,0,2,2,38.8819,0.0745,0,4,4,1,0,0,0,1,0.4755,1,18,1
63,31,1,2,1,51.5442,0.9576,0,1,22,1,0,0,1,0,0.8194,0,15,0
60,16,0,4,4,72.7789,0.6623,0,2,14,1,1,0,1,1,0.8376,0,13,0
35,2,1,4,3,22.4293,0.9351,0,0,20,0,1,1,1,1,0.9935,0,7,0
59,34,0,3,9,2180.5243,0.7947,1,1,12,1,0,0,1,1,0.7538,0,21,1
54,6,0,3,4,44.0103,0.8418,0,0,22,1,0,0,1,1,0.9392,0,7,0
56,17,0,2,5,37.9379,0.7291,0,1,13,1,1,0,0,0,0.8122,0,3,0
51,21,1,4,2,41.4311,0.9912,0,2,8,1,1,0,1,1,0.8322,0,7,0
40,33,0,3,5,13.1396,0.6488,0,2,9,1,0,0,1,1,0.8861,0,15,0
38,17,1,4,2,57.8981,0.7079,0,2,19,1,1,0,1,1,0.8398,0,3,0
40,26,0,2,4,11.9974,0.82,0,1,22,1,0,0,1,0,0.8895,0,8,0
52,21,0,1,4,64.54,0.6403,0,2,12,1,0,0,0,0,0.8717,0,4,0
38,29,1,4,5,7.4264,0.8142,0,1,9,1,1,0,1,1,0.8086,0,12,0
33,8,1,3,5,31.3484,0.6737,0,2,13,1,1,0,0,1,0.907,0,13,0
39,23,0,3,3,76.1135,0.6718,0,1,8,1,1,0,1,0,0.999,0,2,0
53,10,1,1,2,74.6399,0.9514,0,2,17,1,0,0,0,0,0.7832,0,14,0
37,6,1,3,1,35.3633,0.7166,0,0,21,1,0,0,1,1,0.9603,0,9,0
77,15,0,3,3,30.4844,0.9256,0,0,6,1,1,0,1,0,0.9432,0,5,0
43,31,0,4,3,48.8472,0.9881,0,0,20,1,1,0,1,1,0.9667,0,5,0
75,35,1,2,3,6.7983,0.9529,0,2,12,1,0,0,0,1,0.9808,0,6,0
19,2,0,2,3,29.7293,0.8025,0,2,21,1,0,1,0,0,0.7504,0,12,0
61,28,1,3,1,27.185,0.8785,0,2,22,1,0,0,1,1,0.8318,0,11,0
50,5,0,3,4,54.054,0.8739,0,1,14,1,0,1,1,0,0.899,0,9,0
53,0,1,4,5,29.7996,0.7469,0,1,13,1,1,1,1,0,0.8594,0,2,0
44,27,0,3,1,61.1161,0.6264,0,2,6,1,1,0,0,1,0.8395,0,6,0
59,32,0,2,2,46.4472,0.9926,0,0,9,1,0,0,0,1,0.8991,0,6,0
41,36,0,3,6,823.5694,0.0587,1,14,19,1,1,0,0,1,0.349,0,20,1
19,4,0,2,1,73.652,0.9337,0,1,15,1,0,1,0,0,0.7966,0,4,0
44,6,0,3,2,69.2024,0.896,0,1,11,1,0,0,1,1,0.9473,0,4,0
58,9,0,3,2,65.8541,0.6883,0,1,7,1,1,0,1,0,0.9534,0,2,0
79,16,0,4,5,30.8574,0.994,0,0,10,1,1,0,1,1,0.8897,0,7,0
79,27,0,3,5,76.7647,0.6866,0,1,14,1,1,0,0,1,0.8318,0,9,0
67,24,1,2,4,79.4404,0.8431,0,2,7,1,1,0,0,0,0.8721,0,10,0
78,18,1,3,2,12.0338,0.849,0,1,12,1,1,0,1,0,0.8618,0,13,0
76,29,1,4,4,66.2641,0.633,0,2,11,1,1,0,1,1,0.8964,0,4,0
26,24,1,4,5,45.3828,0.6225,0,2,11,1,1,1,1,0,0.8519,0,7,0
54,33,0,3,5,77.402,0.9718,0,1,9,1,0,0,1,1,0.7802,0,13,0
53,14,1,2,8,12.4987,0.5362,0,1,1,1,0,0,0,1,0.7425,0,22,1
26,27,0,3,4,70.7075,0.8751,0,0,15,0,1,1,0,1,0.891,0,3,0
49,5,1,3,2,11.1907,0.1027,0,10,10,1,1,0,0,1,0.4272,0,10,1
60,16,0,3,1,57.7464,0.657,0,2,19,1,1,0,0,1,0.8358,0,6,0
43,7,0,3,3,59.0058,0.578,0,1,16,1,1,0,0,1,0.9579,0,15,0
30,34,1,5,4,49.8038,0.9937,0,1,16,1,1,1,1,1,0.841,0,9,0
27,12,0,3,1,11.8643,0.62,0,2,6,1,0,0,1,1,0.8003,0,3,0
38,18,0,1,3,30.2507,0.7135,0,0,22,1,0,0,0,0,0.8144,0,12,0
74,24,1,2,3,69.9991,0.7669,0,2,20,1,1,0,0,0,0.9413,0,3,0
30,16,0,3,4,76.6654,0.7257,0,2,17,1,1,0,0,1,0.9994,0,11,0
58,25,1,3,5,5.4335,0.7168,0,2,6,1,0,1,0,1,0.8442,0,6,0
66,3,0,2,4,57.9302,0.769,0,2,17,1,0,0,0,1,0.7909,0,7,0
46,29,1,4,5,28.7367,0.9856,0,2,22,1,1,0,1,1,0.8478,0,12,0
58,15,1,2,5,71.4654,0.7654,0,0,9,1,0,0,1,0,0.8912,0,13,0
45,35,0,4,1,63.7152,0.9427,0,2,6,1,1,0,1,1,0.8742,0,7,0
47,29,1,4,1,24.3694,0.5917,0,1,21,1,0,1,1,1,0.9823,0,14,0
44,6,1,2,5,49.6313,0.8628,0,2,22,1,0,0,1,0,0.9613,0,14,0
59,10,1,4,2,7.5606,0.5558,0,2,7,1,1,0,1,1,0.8696,0,6,0
19,33,0,3,1,11.6706,0.7328,0,2,13,0,1,1,0,1,0.8493,0,8,0
79,35,0,2,4,52.8034,0.6702,0,0,11,0,1,0,0,1,0.7576,0,8,0
78,22,0,2,5,74.7806,0.9591,0,2,7,1,0,0,0,1,0.8221,0,3,0
53,31,1,4,1,30.6657,0.9539,0,2,15,1,1,1,0,1,0.9349,0,9,0
54,12,1,3,2,42.0677,0.6191,0,1,13,0,1,0,1,1,0.832,0,6,0
48,1,0,3,4,48.208,0.9509,0,2,14,1,0,0,1,1,0.7667,0,7,0
72,14,1,4,5,6.9772,0.6126,0,2,9,1,1,0,1,1,0.8986,0,14,0
19,10,0,2,4,32.3108,0.6037,0,2,13,0,1,1,0,0,0.8133,0,5,0
58,24,1,1,3,66.9664,0.9391,0,2,22,0,0,0,0,1,0.9195,0,2,0
35,7,0,3,3,9.2943,0.9737,0,2,10,0,1,1,0,1,0.7688,0,3,0
49,31,0,2,5,62.3243,0.8849,0,0,15,1,0,0,0,1,0.8232,0,12,0
45,32,1,4,5,59.0206,0.9924,0,2,7,1,1,0,1,1,0.9175,0,6,0
69,10,0,3,3,24.6014,0.9234,0,1,14,0,1,1,0,1,0.7809,0,8,0
69,5,1,3,3,43.8724,0.7682,0,0,12,1,0,0,1,1,0.9374,0,10,0
48,12,1,4,5,17.5113,0.6363,0,1,8,1,1,0,1,1,0.9838,0,7,0
80,35,0,2,4,29.3802,0.69,0,2,6,0,0,0,1,1,0.909,0,5,0
18,3,0,3,3,63.7764,0.6469,0,1,7,1,1,0,0,1,0.7813,0,4,0
78,33,1,3,2,62.322,0.765,0,2,22,1,0,0,1,1,0.9924,0,12,0
66,33,1,2,3,48.2879,0.6727,0,0,16,1,0,0,0,1,0.8834,0,4,0
39,32,0,3,4,65.9288,0.741,0,0,18,1,0,0,1,1,0.9849,0,1,0
64,29,1,3,5,31.7251,0.5857,0,2,10,0,1,0,1,1,0.97,0,6,0
44,7,0,4,5,10.6224,0.8291,0,2,7,1,1,0,1,1,0.8384,0,14,0
45,20,1,3,4,39.3116,0.6816,0,2,11,1,1,0,1,0,0.8011,0,12,0
40,12,0,3,3,51.2954,0.9278,0,0,8,1,0,1,0,1,0.9672,0,15,0
57,18,0,4,5,8.5975,0.7809,0,2,21,1,1,1,1,0,0.8483,0,9,0
29,2,0,5,2,71.488,0.7187,0,0,12,1,1,1,1,1,0.8272,0,2,0
31,18,1,3,2,24.1844,0.9312,0,0,12,1,0,1,0,1,0.7946,0,7,0
66,26,0,2,3,35.7207,0.6478,0,0,10,0,1,0,1,0,0.9808,0,12,0
33,14,1,4,3,79.054,0.6476,0,1,10,1,1,1,1,0,0.7668,0,10,0
54,30,1,3,3,60.1787,0.5832,0,1,9,1,1,0,1,0,0.967,0,11,0
72,6,0,2,5,33.7748,0.8484,0,2,13,1,0,0,0,1,0.9247,0,10,0
22,17,1,5,5,41.4011,0.8741,0,1,20,1,1,1,1,1,0.751,0,14,0
69,2,1,3,2,36.174,0.9658,0,0,10,1,0,0,1,1,0.8739,0,7,0
32,22,1,4,3,50.5835,0.839,0,0,22,1,1,0,1,1,0.962,0,1,0
24,19,1,4,5,6.0066,0.5896,0,1,19,0,1,1,1,1,0.773,0,8,0
64,8,0,4,1,24.3975,0.9836,0,1,9,1,1,0,1,1,0.8035,0,7,0
61,9,0,3,3,61.4979,0.9605,0,0,20,1,0,0,1,1,0.8797,0,8,0
64,15,0,4,2,4.9729,0.5933,0,1,20,1,1,1,0,1,0.7612,0,14,0
72,30,1,4,3,64.5411,0.6793,0,0,18,1,1,0,1,1,0.8954,0,14,0
72,25,1,5,4,24.2105,0.6333,0,0,19,1,1,1,1,1,0.9607,0,2,0
49,32,1,4,3,41.2685,0.7115,0,1,18,1,1,0,1,1,0.8456,0,7,0
